"agreement","annotation_id","annotator","bio_labels","created_at","entities","hf_pred","id","index","lead_time","ner_tags","review_text","sample_quality","tokens","updated_at"
98.72999999999999,93658153,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-17T17:19:18.016246Z","[{""end"":47,""text"":""Heur.Win32.Veebee.1!O"",""start"":26,""labels"":[""Malware""]},{""end"":61,""text"":""Trojan.VB.rw3"",""start"":48,""labels"":[""Malware""]},{""end"":76,""text"":""Trojan.Happili"",""start"":62,""labels"":[""Malware""]},{""end"":102,""text"":""Trojan.Inject!SEi\/RTfcvEo"",""start"":77,""labels"":[""Malware""]},{""end"":121,""text"":""W32\/Backdoor2.HUHI"",""start"":103,""labels"":[""Malware""]},{""end"":138,""text"":""TROJ_SPNR.0BD714"",""start"":122,""labels"":[""Malware""]},{""end"":163,""text"":""Trojan.Win32.Inject.kxez"",""start"":139,""labels"":[""Malware""]},{""end"":190,""text"":""Trojan.Win32.Inject.cwbjpa"",""start"":164,""labels"":[""Malware""]},{""end"":206,""text"":""Trojan.Boaxxe.2"",""start"":191,""labels"":[""Malware""]},{""end"":232,""text"":""Trojan.Inject.Win32.72022"",""start"":207,""labels"":[""Malware""]},{""end"":251,""text"":""TR\/Dropper.VB.6820"",""start"":233,""labels"":[""Malware""]},{""end"":268,""text"":""TROJ_SPNR.0BD714"",""start"":252,""labels"":[""Malware""]},{""end"":288,""text"":""Trojan\/Win32.Inject"",""start"":269,""labels"":[""Malware""]},{""end"":316,""text"":""Win32.Troj.Inject.kx.kcloud"",""start"":289,""labels"":[""Malware""]},{""end"":339,""text"":""W32\/Backdoor.PZSO-6760"",""start"":317,""labels"":[""Malware""]},{""end"":356,""text"":""TScope.Trojan.VB"",""start"":340,""labels"":[""Malware""]},{""end"":382,""text"":""Trj\/WLT.A Win32\/Boaxxe.BL"",""start"":357,""labels"":[""Malware""]},{""end"":407,""text"":""Win32.Trojan.Inject.Sxek"",""start"":383,""labels"":[""Malware""]},{""end"":428,""text"":""Virus.Win32.VBInject"",""start"":408,""labels"":[""Malware""]},{""end"":445,""text"":""W32\/Zbot.RZIM!tr"",""start"":429,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035742,4457,5.747,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1]","A backdoor also known as: Heur.Win32.Veebee.1!O Trojan.VB.rw3 Trojan.Happili Trojan.Inject!SEi/RTfcvEo W32/Backdoor2.HUHI TROJ_SPNR.0BD714 Trojan.Win32.Inject.kxez Trojan.Win32.Inject.cwbjpa Trojan.Boaxxe.2 Trojan.Inject.Win32.72022 TR/Dropper.VB.6820 TROJ_SPNR.0BD714 Trojan/Win32.Inject Win32.Troj.Inject.kx.kcloud W32/Backdoor.PZSO-6760 TScope.Trojan.VB Trj/WLT.A Win32/Boaxxe.BL Win32.Trojan.Inject.Sxek Virus.Win32.VBInject W32/Zbot.RZIM!tr","","['A' 'backdoor' 'also' 'known' 'as:' 'Heur.Win32.Veebee.1!O'
 'Trojan.VB.rw3' 'Trojan.Happili' 'Trojan.Inject!SEi/RTfcvEo'
 'W32/Backdoor2.HUHI' 'TROJ_SPNR.0BD714' 'Trojan.Win32.Inject.kxez'
 'Trojan.Win32.Inject.cwbjpa' 'Trojan.Boaxxe.2'
 'Trojan.Inject.Win32.72022' 'TR/Dropper.VB.6820' 'TROJ_SPNR.0BD714'
 'Trojan/Win32.Inject' 'Win32.Troj.Inject.kx.kcloud'
 'W32/Backdoor.PZSO-6760' 'TScope.Trojan.VB' 'Trj/WLT.A' 'Win32/Boaxxe.BL'
 'Win32.Trojan.Inject.Sxek' 'Virus.Win32.VBInject' 'W32/Zbot.RZIM!tr']","2026-04-17T17:19:25.517030Z"
98.72999999999999,93544167,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:16:20.372399Z","[{""end"":47,""text"":""Heur.Win32.Veebee.1!O"",""start"":26,""labels"":[""Malware""]},{""end"":61,""text"":""Trojan.VB.rw3"",""start"":48,""labels"":[""Malware""]},{""end"":102,""text"":""Trojan.Happili Trojan.Inject!SEi\/RTfcvEo"",""start"":62,""labels"":[""Malware""]},{""end"":121,""text"":""W32\/Backdoor2.HUHI"",""start"":103,""labels"":[""Malware""]},{""end"":138,""text"":""TROJ_SPNR.0BD714"",""start"":122,""labels"":[""Malware""]},{""end"":163,""text"":""Trojan.Win32.Inject.kxez"",""start"":139,""labels"":[""Malware""]},{""end"":190,""text"":""Trojan.Win32.Inject.cwbjpa"",""start"":164,""labels"":[""Malware""]},{""end"":206,""text"":""Trojan.Boaxxe.2"",""start"":191,""labels"":[""Malware""]},{""end"":232,""text"":""Trojan.Inject.Win32.72022"",""start"":207,""labels"":[""Malware""]},{""end"":251,""text"":""TR\/Dropper.VB.6820"",""start"":233,""labels"":[""Malware""]},{""end"":268,""text"":""TROJ_SPNR.0BD714"",""start"":252,""labels"":[""Malware""]},{""end"":288,""text"":""Trojan\/Win32.Inject"",""start"":269,""labels"":[""Malware""]},{""end"":316,""text"":""Win32.Troj.Inject.kx.kcloud"",""start"":289,""labels"":[""Malware""]},{""end"":340,""text"":""W32\/Backdoor.PZSO-6760 "",""start"":317,""labels"":[""Malware""]},{""end"":356,""text"":""TScope.Trojan.VB"",""start"":340,""labels"":[""Malware""]},{""end"":382,""text"":""Trj\/WLT.A Win32\/Boaxxe.BL"",""start"":357,""labels"":[""Malware""]},{""end"":407,""text"":""Win32.Trojan.Inject.Sxek"",""start"":383,""labels"":[""Malware""]},{""end"":428,""text"":""Virus.Win32.VBInject"",""start"":408,""labels"":[""Malware""]},{""end"":445,""text"":""W32\/Zbot.RZIM!tr"",""start"":429,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035742,4457,2.977,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1]","A backdoor also known as: Heur.Win32.Veebee.1!O Trojan.VB.rw3 Trojan.Happili Trojan.Inject!SEi/RTfcvEo W32/Backdoor2.HUHI TROJ_SPNR.0BD714 Trojan.Win32.Inject.kxez Trojan.Win32.Inject.cwbjpa Trojan.Boaxxe.2 Trojan.Inject.Win32.72022 TR/Dropper.VB.6820 TROJ_SPNR.0BD714 Trojan/Win32.Inject Win32.Troj.Inject.kx.kcloud W32/Backdoor.PZSO-6760 TScope.Trojan.VB Trj/WLT.A Win32/Boaxxe.BL Win32.Trojan.Inject.Sxek Virus.Win32.VBInject W32/Zbot.RZIM!tr","","['A' 'backdoor' 'also' 'known' 'as:' 'Heur.Win32.Veebee.1!O'
 'Trojan.VB.rw3' 'Trojan.Happili' 'Trojan.Inject!SEi/RTfcvEo'
 'W32/Backdoor2.HUHI' 'TROJ_SPNR.0BD714' 'Trojan.Win32.Inject.kxez'
 'Trojan.Win32.Inject.cwbjpa' 'Trojan.Boaxxe.2'
 'Trojan.Inject.Win32.72022' 'TR/Dropper.VB.6820' 'TROJ_SPNR.0BD714'
 'Trojan/Win32.Inject' 'Win32.Troj.Inject.kx.kcloud'
 'W32/Backdoor.PZSO-6760' 'TScope.Trojan.VB' 'Trj/WLT.A' 'Win32/Boaxxe.BL'
 'Win32.Trojan.Inject.Sxek' 'Virus.Win32.VBInject' 'W32/Zbot.RZIM!tr']","2026-04-15T22:54:04.147766Z"
100.0,93658260,"152635","['I-System', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Indicator']","2026-04-17T17:21:44.334427Z","[{""end"":75,""text"":""backdoor "",""start"":66,""labels"":[""Malware""]},{""end"":90,""text"":""KeyBoy"",""start"":84,""labels"":[""Malware""]},{""end"":46,""text"":""exploits "",""start"":37,""labels"":[""Vulnerability""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035743,6782,23.552,"[ 6 14 16 16 16  7 15 16 16 16 16 11 16 16  3]","The operation uses known and patched exploits to deliver a custom backdoor known as KeyBoy.","","['The' 'operation' 'uses' 'known' 'and' 'patched' 'exploits' 'to'
 'deliver' 'a' 'custom' 'backdoor' 'known' 'as' 'KeyBoy.']","2026-04-17T17:22:09.538119Z"
100.0,93544098,"152634","['I-System', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Indicator']","2026-04-15T22:14:41.293152Z","[{""end"":90,""text"":""KeyBoy"",""start"":84,""labels"":[""Malware""]},{""end"":46,""text"":""exploits "",""start"":37,""labels"":[""Vulnerability""]},{""end"":75,""text"":""backdoor "",""start"":66,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035743,6782,19.375,"[ 6 14 16 16 16  7 15 16 16 16 16 11 16 16  3]","The operation uses known and patched exploits to deliver a custom backdoor known as KeyBoy.","","['The' 'operation' 'uses' 'known' 'and' 'patched' 'exploits' 'to'
 'deliver' 'a' 'custom' 'backdoor' 'known' 'as' 'KeyBoy.']","2026-04-15T22:53:57.921066Z"
61.11,93658334,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-17T17:23:47.442152Z","[{""end"":49,""text"":""Exploit.CVE-2014-1761.C"",""start"":26,""labels"":[""Malware""]},{""end"":73,""text"":""Exp.RTF.CVE-2012-0158.A"",""start"":50,""labels"":[""Malware""]},{""end"":96,""text"":""Exploit-CVE2012-0158.n"",""start"":74,""labels"":[""Malware""]},{""end"":126,""text"":""Win32.Exploit.CVE-2012-0158.i"",""start"":97,""labels"":[""Malware""]},{""end"":140,""text"":""Trojan.ZHPA-6"",""start"":127,""labels"":[""Malware""]},{""end"":156,""text"":""Trojan.Mdropper"",""start"":141,""labels"":[""Malware""]},{""end"":195,""text"":""TROJ_ARTIEF.UK Exploit.CVE-2014-1761.C"",""start"":157,""labels"":[""Malware""]},{""end"":225,""text"":"" Exploit.Win32.CVE-2012-0158.j"",""start"":195,""labels"":[""Malware""]},{""end"":249,""text"":""Exploit.CVE-2014-1761.C"",""start"":226,""labels"":[""Malware""]},{""end"":282,""text"":""Exploit.Rtf.Heuristic-rtf.dinbqn"",""start"":250,""labels"":[""Malware""]},{""end"":313,""text"":""Exploit.S.CVE-2012-1761.619765"",""start"":283,""labels"":[""Malware""]},{""end"":346,""text"":""Exploit.MSWord.CVE-2014-1761.k!c"",""start"":314,""labels"":[""Malware""]},{""end"":370,""text"":""Exploit.CVE-2014-1761.C"",""start"":347,""labels"":[""Malware""]},{""end"":394,""text"":""Exploit.CVE-2014-1761.7"",""start"":371,""labels"":[""Malware""]},{""end"":420,""text"":""Exploit.CVE.MacroWord.257"",""start"":395,""labels"":[""Malware""]},{""end"":435,""text"":""TROJ_ARTIEF.UK"",""start"":421,""labels"":[""Malware""]},{""end"":458,""text"":""Exploit-CVE2012-0158.n"",""start"":436,""labels"":[""Malware""]},{""end"":482,""text"":""Exploit.CVE-2012-0158.c"",""start"":459,""labels"":[""Malware""]},{""end"":509,""text"":""EXP\/CVE-2014-1761.C.619765"",""start"":483,""labels"":[""Malware""]},{""end"":546,""text"":""Trojan[Exploit]\/Office.CVE-2012-0158"",""start"":510,""labels"":[""Malware""]},{""end"":570,""text"":""Exploit.CVE-2014-1761.C"",""start"":547,""labels"":[""Malware""]},{""end"":594,""text"":""Exploit.CVE-2014-1761.C"",""start"":571,""labels"":[""Malware""]},{""end"":626,""text"":""Word.Exploit.Cve-2014-1761.Dwsn"",""start"":595,""labels"":[""Malware""]},{""end"":641,""text"":""Trojan.Exploit"",""start"":627,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035744,1941,93.839,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1]","A backdoor also known as: Exploit.CVE-2014-1761.C Exp.RTF.CVE-2012-0158.A Exploit-CVE2012-0158.n Win32.Exploit.CVE-2012-0158.i Trojan.ZHPA-6 Trojan.Mdropper TROJ_ARTIEF.UK Exploit.CVE-2014-1761.C Exploit.Win32.CVE-2012-0158.j Exploit.CVE-2014-1761.C Exploit.Rtf.Heuristic-rtf.dinbqn Exploit.S.CVE-2012-1761.619765 Exploit.MSWord.CVE-2014-1761.k!c Exploit.CVE-2014-1761.C Exploit.CVE-2014-1761.7 Exploit.CVE.MacroWord.257 TROJ_ARTIEF.UK Exploit-CVE2012-0158.n Exploit.CVE-2012-0158.c EXP/CVE-2014-1761.C.619765 Trojan[Exploit]/Office.CVE-2012-0158 Exploit.CVE-2014-1761.C Exploit.CVE-2014-1761.C Word.Exploit.Cve-2014-1761.Dwsn Trojan.Exploit","","['A' 'backdoor' 'also' 'known' 'as:' 'Exploit.CVE-2014-1761.C'
 'Exp.RTF.CVE-2012-0158.A' 'Exploit-CVE2012-0158.n'
 'Win32.Exploit.CVE-2012-0158.i' 'Trojan.ZHPA-6' 'Trojan.Mdropper'
 'TROJ_ARTIEF.UK' 'Exploit.CVE-2014-1761.C'
 'Exploit.Win32.CVE-2012-0158.j' 'Exploit.CVE-2014-1761.C'
 'Exploit.Rtf.Heuristic-rtf.dinbqn' 'Exploit.S.CVE-2012-1761.619765'
 'Exploit.MSWord.CVE-2014-1761.k!c' 'Exploit.CVE-2014-1761.C'
 'Exploit.CVE-2014-1761.7' 'Exploit.CVE.MacroWord.257' 'TROJ_ARTIEF.UK'
 'Exploit-CVE2012-0158.n' 'Exploit.CVE-2012-0158.c'
 'EXP/CVE-2014-1761.C.619765' 'Trojan[Exploit]/Office.CVE-2012-0158'
 'Exploit.CVE-2014-1761.C' 'Exploit.CVE-2014-1761.C'
 'Word.Exploit.Cve-2014-1761.Dwsn' 'Trojan.Exploit']","2026-04-17T17:23:47.442165Z"
61.11,93543976,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:10:40.367737Z","[{""end"":49,""text"":""Exploit.CVE-2014-1761.C"",""start"":26,""labels"":[""Malware""]},{""end"":73,""text"":""Exp.RTF.CVE-2012-0158.A"",""start"":50,""labels"":[""Malware""]},{""end"":96,""text"":""Exploit-CVE2012-0158.n"",""start"":74,""labels"":[""Malware""]},{""end"":126,""text"":""Win32.Exploit.CVE-2012-0158.i"",""start"":97,""labels"":[""Malware""]},{""end"":156,""text"":""Trojan.ZHPA-6 Trojan.Mdropper"",""start"":127,""labels"":[""Malware""]},{""end"":171,""text"":""TROJ_ARTIEF.UK"",""start"":157,""labels"":[""Malware""]},{""end"":195,""text"":""Exploit.CVE-2014-1761.C"",""start"":172,""labels"":[""Malware""]},{""end"":225,""text"":""Exploit.Win32.CVE-2012-0158.j"",""start"":196,""labels"":[""Malware""]},{""end"":249,""text"":""Exploit.CVE-2014-1761.C"",""start"":226,""labels"":[""Malware""]},{""end"":282,""text"":""Exploit.Rtf.Heuristic-rtf.dinbqn"",""start"":250,""labels"":[""Malware""]},{""end"":313,""text"":""Exploit.S.CVE-2012-1761.619765"",""start"":283,""labels"":[""Malware""]},{""end"":346,""text"":"" Exploit.MSWord.CVE-2014-1761.k!c"",""start"":313,""labels"":[""Malware""]},{""end"":370,""text"":""Exploit.CVE-2014-1761.C"",""start"":347,""labels"":[""Malware""]},{""end"":394,""text"":""Exploit.CVE-2014-1761.7"",""start"":371,""labels"":[""Malware""]},{""end"":420,""text"":""Exploit.CVE.MacroWord.257"",""start"":395,""labels"":[""Malware""]},{""end"":435,""text"":""TROJ_ARTIEF.UK"",""start"":421,""labels"":[""Malware""]},{""end"":482,""text"":"" Exploit-CVE2012-0158.n Exploit.CVE-2012-0158.c"",""start"":435,""labels"":[""Malware""]},{""end"":509,""text"":""EXP\/CVE-2014-1761.C.619765"",""start"":483,""labels"":[""Malware""]},{""end"":546,""text"":""Trojan[Exploit]\/Office.CVE-2012-0158"",""start"":510,""labels"":[""Malware""]},{""end"":593,""text"":""Exploit.CVE-2014-1761.C Exploit.CVE-2014-1761."",""start"":547,""labels"":[""Malware""]},{""end"":641,""text"":""Word.Exploit.Cve-2014-1761.Dwsn Trojan.Exploit"",""start"":595,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035744,1941,3.07,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
  1  1  1  1  1  1]","A backdoor also known as: Exploit.CVE-2014-1761.C Exp.RTF.CVE-2012-0158.A Exploit-CVE2012-0158.n Win32.Exploit.CVE-2012-0158.i Trojan.ZHPA-6 Trojan.Mdropper TROJ_ARTIEF.UK Exploit.CVE-2014-1761.C Exploit.Win32.CVE-2012-0158.j Exploit.CVE-2014-1761.C Exploit.Rtf.Heuristic-rtf.dinbqn Exploit.S.CVE-2012-1761.619765 Exploit.MSWord.CVE-2014-1761.k!c Exploit.CVE-2014-1761.C Exploit.CVE-2014-1761.7 Exploit.CVE.MacroWord.257 TROJ_ARTIEF.UK Exploit-CVE2012-0158.n Exploit.CVE-2012-0158.c EXP/CVE-2014-1761.C.619765 Trojan[Exploit]/Office.CVE-2012-0158 Exploit.CVE-2014-1761.C Exploit.CVE-2014-1761.C Word.Exploit.Cve-2014-1761.Dwsn Trojan.Exploit","Clean","['A' 'backdoor' 'also' 'known' 'as:' 'Exploit.CVE-2014-1761.C'
 'Exp.RTF.CVE-2012-0158.A' 'Exploit-CVE2012-0158.n'
 'Win32.Exploit.CVE-2012-0158.i' 'Trojan.ZHPA-6' 'Trojan.Mdropper'
 'TROJ_ARTIEF.UK' 'Exploit.CVE-2014-1761.C'
 'Exploit.Win32.CVE-2012-0158.j' 'Exploit.CVE-2014-1761.C'
 'Exploit.Rtf.Heuristic-rtf.dinbqn' 'Exploit.S.CVE-2012-1761.619765'
 'Exploit.MSWord.CVE-2014-1761.k!c' 'Exploit.CVE-2014-1761.C'
 'Exploit.CVE-2014-1761.7' 'Exploit.CVE.MacroWord.257' 'TROJ_ARTIEF.UK'
 'Exploit-CVE2012-0158.n' 'Exploit.CVE-2012-0158.c'
 'EXP/CVE-2014-1761.C.619765' 'Trojan[Exploit]/Office.CVE-2012-0158'
 'Exploit.CVE-2014-1761.C' 'Exploit.CVE-2014-1761.C'
 'Word.Exploit.Cve-2014-1761.Dwsn' 'Trojan.Exploit']","2026-04-15T22:53:35.156485Z"
85.71,93658358,"152635","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-17T17:24:31.587015Z","[{""end"":41,""text"":""bit.ly"",""start"":35,""labels"":[""System""]},{""end"":95,""text"":""detection "",""start"":85,""labels"":[""Indicator""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035745,95,39.162,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","Oftentimes , the emailed link is a bit.ly shortened link , used to potentially evade detection .","Clean","['Oftentimes' ',' 'the' 'emailed' 'link' 'is' 'a' 'bit.ly' 'shortened'
 'link' ',' 'used' 'to' 'potentially' 'evade' 'detection' '.']","2026-04-17T17:24:31.587028Z"
85.71,93543903,"152634","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","2026-04-15T22:08:39.714360Z","[{""end"":42,""text"":""bit.ly "",""start"":35,""labels"":[""System""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035745,95,19.928,"[16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16]","Oftentimes , the emailed link is a bit.ly shortened link , used to potentially evade detection .","Clean","['Oftentimes' ',' 'the' 'emailed' 'link' 'is' 'a' 'bit.ly' 'shortened'
 'link' ',' 'used' 'to' 'potentially' 'evade' 'detection' '.']","2026-04-15T22:53:28.557728Z"
95.45,93658382,"152635","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-17T17:25:18.858394Z","[{""end"":34,""text"":""Swrort.d"",""start"":26,""labels"":[""Malware""]},{""end"":77,""text"":""Win32.Trojan.WisdomEyes.16070401.9500.9999"",""start"":35,""labels"":[""Malware""]},{""end"":105,""text"":""Win.Trojan.Swrort-5710536-0"",""start"":78,""labels"":[""Malware""]},{""end"":124,""text"":""Packed.Win32.BDF.a"",""start"":106,""labels"":[""Malware""]},{""end"":154,""text"":""Trojan.Win32.Shellcode.ewfvwj"",""start"":125,""labels"":[""Malware""]},{""end"":178,""text"":""TrojWare.Win32.Rozena.A"",""start"":155,""labels"":[""Malware""]},{""end"":203,""text"":""Trojan.Swrort.1 Swrort.d"",""start"":179,""labels"":[""Malware""]},{""end"":230,""text"":""Trojan:Win32\/Meterpreter.A"",""start"":204,""labels"":[""Malware""]},{""end"":249,""text"":""Packed.Win32.BDF.a"",""start"":231,""labels"":[""Malware""]},{""end"":265,""text"":""W32\/Swrort.C!tr"",""start"":250,""labels"":[""Malware""]},{""end"":282,""text"":""Win32\/Trojan.6bc"",""start"":266,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035746,6012,39.195,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1]","A backdoor also known as: Swrort.d Win32.Trojan.WisdomEyes.16070401.9500.9999 Win.Trojan.Swrort-5710536-0 Packed.Win32.BDF.a Trojan.Win32.Shellcode.ewfvwj TrojWare.Win32.Rozena.A Trojan.Swrort.1 Swrort.d Trojan:Win32/Meterpreter.A Packed.Win32.BDF.a W32/Swrort.C!tr Win32/Trojan.6bc","","['A' 'backdoor' 'also' 'known' 'as:' 'Swrort.d'
 'Win32.Trojan.WisdomEyes.16070401.9500.9999'
 'Win.Trojan.Swrort-5710536-0' 'Packed.Win32.BDF.a'
 'Trojan.Win32.Shellcode.ewfvwj' 'TrojWare.Win32.Rozena.A'
 'Trojan.Swrort.1' 'Swrort.d' 'Trojan:Win32/Meterpreter.A'
 'Packed.Win32.BDF.a' 'W32/Swrort.C!tr' 'Win32/Trojan.6bc']","2026-04-17T17:25:18.858404Z"
95.45,93543838,"152634","['O', 'B-Indicator', 'O', 'O', 'O', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware', 'B-Malware']","2026-04-15T22:06:54.053734Z","[{""end"":77,""text"":""Swrort.d Win32.Trojan.WisdomEyes.16070401.9500.9999"",""start"":26,""labels"":[""Malware""]},{""end"":105,""text"":""Win.Trojan.Swrort-5710536-0"",""start"":78,""labels"":[""Malware""]},{""end"":124,""text"":""Packed.Win32.BDF.a"",""start"":106,""labels"":[""Malware""]},{""end"":154,""text"":""Trojan.Win32.Shellcode.ewfvwj"",""start"":125,""labels"":[""Malware""]},{""end"":178,""text"":""TrojWare.Win32.Rozena.A"",""start"":155,""labels"":[""Malware""]},{""end"":203,""text"":""Trojan.Swrort.1 Swrort.d"",""start"":179,""labels"":[""Malware""]},{""end"":230,""text"":""Trojan:Win32\/Meterpreter.A"",""start"":204,""labels"":[""Malware""]},{""end"":249,""text"":""Packed.Win32.BDF.a"",""start"":231,""labels"":[""Malware""]},{""end"":282,""text"":""W32\/Swrort.C!tr Win32\/Trojan.6bc"",""start"":250,""labels"":[""Malware""]}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",262035746,6012,2.67,"[16  3 16 16 16  1  1  1  1  1  1  1  1  1  1  1  1]","A backdoor also known as: Swrort.d Win32.Trojan.WisdomEyes.16070401.9500.9999 Win.Trojan.Swrort-5710536-0 Packed.Win32.BDF.a Trojan.Win32.Shellcode.ewfvwj TrojWare.Win32.Rozena.A Trojan.Swrort.1 Swrort.d Trojan:Win32/Meterpreter.A Packed.Win32.BDF.a W32/Swrort.C!tr Win32/Trojan.6bc","","['A' 'backdoor' 'also' 'known' 'as:' 'Swrort.d'
 'Win32.Trojan.WisdomEyes.16070401.9500.9999'
 'Win.Trojan.Swrort-5710536-0' 'Packed.Win32.BDF.a'
 'Trojan.Win32.Shellcode.ewfvwj' 'TrojWare.Win32.Rozena.A'
 'Trojan.Swrort.1' 'Swrort.d' 'Trojan:Win32/Meterpreter.A'
 'Packed.Win32.BDF.a' 'W32/Swrort.C!tr' 'Win32/Trojan.6bc']","2026-04-15T22:53:04.904131Z"
